source,source_domain,url,bias_score,factual_reporting_score
Bulletin of Atomic Scientists,thebulletin.org,https://mediabiasfactcheck.com/bulletin-of-the-atomic-scientists/,-9,2
Bullshido,bullshido.net,https://mediabiasfactcheck.com/bullshido/,-2,2
Burnett County Sentinel,burnettcountysentinel.com,https://mediabiasfactcheck.com/burnett-county-sentinel/,-2,1
Business Insider,businessinsider.com,https://mediabiasfactcheck.com/business-insider/,-10,2
Business2Community,business2community.com,https://mediabiasfactcheck.com/business-2-community/,-1,1
BusinessLIVE,businesslive.co.za,https://mediabiasfactcheck.com/businesslive/,14,0
Bust Magazine,bust.com,https://mediabiasfactcheck.com/bust-magazine/,-21,1
Bustle Magazine,bustle.com,https://mediabiasfactcheck.com/bustle-magazine/,-14,1
Buzzfeed,buzzfeed.com,https://mediabiasfactcheck.com/buzzfeed/,-15,0
CSPAN,c-span.org,https://mediabiasfactcheck.com/c-span/,0,3
Calgary Herald,calgaryherald.com,https://mediabiasfactcheck.com/calgary-herald/,9,2
Calgary Sun,calgarysun.com,https://mediabiasfactcheck.com/calgary-sun/,18,1
California Globe,californiaglobe.com,https://mediabiasfactcheck.com/california-globe/,12,0
California Political Review,capoliticalreview.com,https://mediabiasfactcheck.com/california-political-review/,13,1
CalWatchdog.com,calwatchdog.com,https://mediabiasfactcheck.com/calwatchdog-com/,-6,2
Cambridge Analytica,ca-political.com,https://mediabiasfactcheck.com/cambridge-analytica/,23,0
Campaign for Liberty,campaignforliberty.org,https://mediabiasfactcheck.com/campaign-for-liberty/,16,0
Campaign Life Coalition,campaignlifecoalition.com,https://mediabiasfactcheck.com/campaign-life-coalition/,27,0
Campus Reform,campusreform.org,https://mediabiasfactcheck.com/campus-reform/,21,0
Canada Fact Check,canadafactcheck.ca,https://mediabiasfactcheck.com/canada-fact-check/,-23,1
Canada Free Press,canadafreepress.com,https://mediabiasfactcheck.com/canada-free-press/,32,-1
Canadaland,canadalandshow.com,https://mediabiasfactcheck.com/canadaland/,-11,2
Canadian Dimension,canadiandimension.com,https://mediabiasfactcheck.com/canadian-dimension/,-25,1
Canadian Jewish News,thecjn.ca,https://mediabiasfactcheck.com/canadian-jewish-news-cjn/,9,2
Canadian Public Affairs Channel (CPAC),cpac.ca,https://mediabiasfactcheck.com/canadian-public-affairs-channel-cpac/,0,2
Canadian Taxpayers Federation,taxpayer.com,https://mediabiasfactcheck.com/canadian-taxpayers-federation/,14,2
Cape Cod Times,capecodtimes.com,https://mediabiasfactcheck.com/cape-cod-times/,-3,2
Capital & Main,capitalandmain.com,https://mediabiasfactcheck.com/capital-main/,-18,2
Capital Gazette,capitalgazette.com,https://mediabiasfactcheck.com/capital-gazette/,-10,2
Capital Research Center,capitalresearch.org,https://mediabiasfactcheck.com/capital-research-center/,22,0
Capitol Fax,capitolfax.com,https://mediabiasfactcheck.com/capitol-fax/,-2,2
Carbonated TV,carbonated.tv,https://mediabiasfactcheck.com/carbonated-tv/,-24,2
Care2,care2.com,https://mediabiasfactcheck.com/care2/,-25,0
Caribbean Life News,caribbeanlifenews.com,https://mediabiasfactcheck.com/caribbean-life-news/,-11,2
Carnegie Endowment for International Peace,carnegieendowment.org,https://mediabiasfactcheck.com/carnegie-endowment-for-international-peace/,-10,2
Carolina Public Press,carolinapublicpress.org,https://mediabiasfactcheck.com/carolina-public-press/,-10,2
Casper Star-Tribune,trib.com,https://mediabiasfactcheck.com/casper-star-tribune/,1,2
Castanet,castanet.net,https://mediabiasfactcheck.com/castanet/,-3,2
Catch News,catchnews.com,https://mediabiasfactcheck.com/catch-news-bias-rating/,-12,1
Catholic Online,catholic.org,https://mediabiasfactcheck.com/catholic-online/,18.4,0
Cato Institute,cato.org,https://mediabiasfactcheck.com/cato-institute/,16,2
CBC News,cbc.ca,https://mediabiasfactcheck.com/cbc-news-canadian-broadcasting/,-10,2
CBS,cbsnews.com,https://mediabiasfactcheck.com/cbs-news/,-10,2
CCN Markets,ccn.com,https://mediabiasfactcheck.com/ccn-markets-bias-rating/,13,2
CCTV,english.cctv.com,https://mediabiasfactcheck.com/cctv-america/,-8,0
Center for a New American Security,cnas.org,https://mediabiasfactcheck.com/center-for-a-new-american-security/,-6,2
Center for a Stateless Society,c4ss.org,https://mediabiasfactcheck.com/center-for-a-stateless-society/,-27,2
Center for Advanced Defense studies,c4ads.org,https://mediabiasfactcheck.com/center-for-advanced-defense-studies/,-7,2
Center for American Progress,americanprogress.org,https://mediabiasfactcheck.com/center-for-american-progress/,-21,1
Center for Democracy and Technology,cdt.org,https://mediabiasfactcheck.com/center-democracy-technology/,-1,2
Center for Freedom and Prosperity,freedomandprosperity.org,https://mediabiasfactcheck.com/center-for-freedom-and-prosperity/,24,0
Center for Global Development,cgdev.org,https://mediabiasfactcheck.com/center-for-global-development/,-11,2
Center for Immigration Studies,trueactivist.com,https://mediabiasfactcheck.com/true-activist/,-31,-1
Center for Inquiry,centerforinquiry.org,https://mediabiasfactcheck.com/center-for-inquiry/,-9,2
Center for International Policy,internationalpolicy.org,https://mediabiasfactcheck.com/center-for-international-policy/,-13,2
Center for Media and Democracy,prwatch.org,https://mediabiasfactcheck.com/center-for-media-and-democracy/,-20,2
Center for Popular Democracy,populardemocracy.org,https://mediabiasfactcheck.com/center-popular-democracy/,-14,2
Center for Public Integrity,publicintegrity.org,https://mediabiasfactcheck.com/center-for-public-integrity/,-12,2
Center for Research of Radicalism and National Security,researchantisemitism.ca,https://mediabiasfactcheck.com/centre-for-research-of-radicalism-and-national-security-crrns/,29,-1
Center for Responsive Politics,opensecrets.org,https://mediabiasfactcheck.com/center-for-responsive-politics-open-secrets/,0,3
Center for Security Policy,centerforsecuritypolicy.org,https://mediabiasfactcheck.com/center-for-security-policy/,28,0
Center for strategic and International studies,csis.org,https://mediabiasfactcheck.com/center-for-strategic-and-international-studies/,-3,3
Center for the National Interest,cftni.org,https://mediabiasfactcheck.com/center-for-the-national-interest/,11,2
Center on Budget and Policy Priorities,cbpp.org,https://mediabiasfactcheck.com/the-center-on-budget-and-policy-priorities/,-8,2
Centers for Disease Control (CDC),cdc.gov,https://mediabiasfactcheck.com/centers-disease-control-prevention-cdc/,0,3
Cerno (Cernovich.com),cernovich.com,https://mediabiasfactcheck.com/cerno-cernovich-com/,31,0
Certified Politics,certifiedpolitics.com,https://mediabiasfactcheck.com/certified-politics/,-26,0
Charisma News,charismanews.com,https://mediabiasfactcheck.com/charisma-news/,27.8,0
Charleston Gazette Mail,wvgazettemail.com,https://mediabiasfactcheck.com/charleston-gazette-mail/,-8,2
Charlotte Observer,charlotteobserver.com,https://mediabiasfactcheck.com/charlotte-observer/,-10,2
Chattanooga Times Free Press,timesfreepress.com,https://mediabiasfactcheck.com/times-free-press/,-2,2
Check Your Fact,checkyourfact.com,https://mediabiasfactcheck.com/check-your-fact/,8,2
Checkpoint Asia,checkpointasia.net,https://mediabiasfactcheck.com/checkpoint-asia-bias-credibility-propaganda-rating/,25,-1
Cheddar,cheddar.com,https://mediabiasfactcheck.com/cheddar/,-6,2
Chicago Reader,chicagoreader.com,https://mediabiasfactcheck.com/chicago-reader/,-20,2
Chicago Reporter,chicagoreporter.com,https://mediabiasfactcheck.com/the-chicago-reporter/,-20,2
Chicago Sun-Times,chicago.suntimes.com,https://mediabiasfactcheck.com/chicago-sun-times/,-11,2
Chicago Tribune,chicagotribune.com,https://mediabiasfactcheck.com/chicago-tribune/,8,2
Chicks on the Right,chicksontheright.com,https://mediabiasfactcheck.com/chicks-on-the-right/,23,0
China Daily,chinadaily.com.cn,https://mediabiasfactcheck.com/china-daily/,-21,0
China Global Television Network,america.cgtn.com,https://mediabiasfactcheck.com/china-global-television-network-cgtn/,-12,0
Chinook Observer,chinookobserver.com,https://mediabiasfactcheck.com/chinook-observer/,-3,2
Christian Action Network,christianaction.org,https://mediabiasfactcheck.com/christian-action-network/,32,-1
Christian Apologetics & Research Ministry (CARM),carm.org,https://mediabiasfactcheck.com/christian-apologetics-research-ministry-carm/,22.0,-1
Christian Broadcast Network,www1.cbn.com,https://mediabiasfactcheck.com/christian-broadcasting-network-cbn/,24,0
Christian Coalition of America,cc.org,https://mediabiasfactcheck.com/christian-coalition-of-america-cca-bias-rating/,24,0
Christian News Alert,christiannewsalerts.com,https://mediabiasfactcheck.com/christian-news-alerts/,27,0
Christian Post,christianpost.com,https://mediabiasfactcheck.com/christian-post/,23,0
Christian Science Monitor,csmonitor.com,https://mediabiasfactcheck.com/christian-science-monitor/,-3,2
Christian Times Newspaper,christiantimesnewspaper.com,https://mediabiasfactcheck.com/christian-times-newspaper/,30.1,-1
Christianity Today,christianitytoday.com,https://mediabiasfactcheck.com/christianity-today/,5,2
Chronicles Magazine,chroniclesmagazine.org,https://mediabiasfactcheck.com/chronicles-magazine-rockford/,25,0
Chronicles of Democracy,chroniclesofdemocracy.com,https://mediabiasfactcheck.com/chronicles-of-democracy/,-20,2
Church Militant,churchmilitant.com,https://mediabiasfactcheck.com/church-militant/,29,0
Cinncinati Equirer,cincinnati.com,https://mediabiasfactcheck.com/cincinnati-enquirer/,-3,2
Circa News,circa.com,https://mediabiasfactcheck.com/circa-news/,5,2
Citizen Critics,citizencritics.org,https://mediabiasfactcheck.com/citizen-critics/,-16,2
Citizen Free Press,citizenfreepress.com,https://mediabiasfactcheck.com/citizen-free-press/,24,0
Citizen Truth,citizentruth.org,https://mediabiasfactcheck.com/citizen-truth/,-11,2
Citizens for Responsibility and Ethics in Washington (CREW),citizensforethics.org,https://mediabiasfactcheck.com/citizens-responsibility-ethics-washington-crew/,-13,2
Citizens for Tax Justice,ctj.org,https://mediabiasfactcheck.com/citizens-for-tax-justice/,-10,1
Citizens United,citizensunited.org,https://mediabiasfactcheck.com/citizens-united/,22,0
City and State New York,cityandstateny.com,https://mediabiasfactcheck.com/city-and-state-new-york/,-10,2
City Journal,city-journal.org,https://mediabiasfactcheck.com/city-journal/,21,1
CityWorldNews,cityworldnews.com,https://mediabiasfactcheck.com/cityworldnews/,-19.9,-2
Civitas Institute,nccivitas.org,https://mediabiasfactcheck.com/civitas-institute/,26,0
Claremont Institute,claremont.org,https://mediabiasfactcheck.com/claremont-institute/,25,0
Clarion Project,clarionproject.org,https://mediabiasfactcheck.com/clarion-project/,30,-1
Clash Daily,clashdaily.com,https://mediabiasfactcheck.com/clash-daily/,31,-1
Clean Technica,cleantechnica.com,https://mediabiasfactcheck.com/clean-technica/,-7,2
Clear Politics,clear-politics.com,https://mediabiasfactcheck.com/clear-politics/,27,0
Climate Action Tracker,climateactiontracker.org,https://mediabiasfactcheck.com/climate-action-tracker/,0,3
Climate Central,climatecentral.org,https://mediabiasfactcheck.com/climate-central/,-10,2
Climate Depot,climatedepot.com,https://mediabiasfactcheck.com/climate-depot/,30.4,0
Climate Feedback,climatefeedback.org,https://mediabiasfactcheck.com/climate-feedback/,0,3
Climate Science & Policy Watch (CSPW),climatesciencewatch.org,https://mediabiasfactcheck.com/climate-science-and-policy-watch/,0,2
Clover Chronicle,cloverchronicle.com,https://mediabiasfactcheck.com/clover-chronicle-bias-credibility-fake-news/,30,-1
CNBC,cnbc.com,https://mediabiasfactcheck.com/cnbc/,-10,1
CNET,cnet.com,https://mediabiasfactcheck.com/cnet/,-1,2
CNN,cnn.com,https://mediabiasfactcheck.com/cnn/,-18,0
CNS News,cnsnews.com,https://mediabiasfactcheck.com/cns-news/,28,-1
Coast to Coast AM,coasttocoastam.com,https://mediabiasfactcheck.com/coast-to-coast-am/,17.6,-1
Cochrane,cochrane.org,https://mediabiasfactcheck.com/cochrane/,0,3
Code Pink,codepink.org,https://mediabiasfactcheck.com/code-pink/,-27,0
Cold Dead Hands,colddeadhands.us,https://mediabiasfactcheck.com/cold-dead-hands/,24,0
Collective Evolution,collective-evolution.com,https://mediabiasfactcheck.com/collective-evolution/,0.2,-1
Collectively Conscious,collectivelyconscious.net,https://mediabiasfactcheck.com/collectively-conscious/,-7.4,-1
Colorado Springs Gazette,gazette.com,https://mediabiasfactcheck.com/colorado-springs-gazette/,10,2
Columbia Daily Herald,columbiadailyherald.com,https://mediabiasfactcheck.com/columbia-daily-herald/,8,2
Columbia Journalism Review,cjr.org,https://mediabiasfactcheck.com/columbia-journalism-review/,-12,2
Columbia Reports,colombiareports.com,https://mediabiasfactcheck.com/columbia-reports/,-10,0
Columbus Dispatch,dispatch.com,https://mediabiasfactcheck.com/columbus-dispatch/,-8,2
Columbus Free Press,columbusfreepress.com,https://mediabiasfactcheck.com/columbus-free-press/,-24,0
Comic Sands,comicsands.com,https://mediabiasfactcheck.com/comic-sands/,-25,0
Commentary Magazine,commentarymagazine.com,https://mediabiasfactcheck.com/commentary-magazine/,22,1
Committee for a Responsible Federal Buddget,crfb.org,https://mediabiasfactcheck.com/committee-for-a-responsible-federal-budget/,4.5,3
Committee for Economic development,ced.org,https://mediabiasfactcheck.com/committee-for-economic-development/,3,2
Committee for Skeptical Inquiry,csicop.org,https://mediabiasfactcheck.com/committee-for-skeptical-inquiry/,0,3
Committee to Investigate Russia,investigaterussia.org,https://mediabiasfactcheck.com/committee-investigate-russia/,-7,2
Committee to Protect Journalists,cpj.org,https://mediabiasfactcheck.com/committee-to-protect-journalists/,-1,3
Common Cause,commoncause.org,https://mediabiasfactcheck.com/common-cause/,-10,2
Common Dreams,commondreams.org,https://mediabiasfactcheck.com/common-dreams/,-22,2
Commonweal Magazine,commonwealmagazine.org,https://mediabiasfactcheck.com/commonweal-magazine/,-8,2
CommonWealth fund,commonwealthfund.org,https://mediabiasfactcheck.com/commonwealth-fund/,-13,2
Communities Digital News,commdiginews.com,https://mediabiasfactcheck.com/communities-digital-news/,27,0
Competitive Enterprise Institute,cei.org,https://mediabiasfactcheck.com/competitive-enterprise-institute/,27,-1
Concerned Women for America,concernedwomen.org,https://mediabiasfactcheck.com/concerned-women-america/,29,-1
Concord Monitor,concordmonitor.com,https://mediabiasfactcheck.com/concord-monitor/,-3,2
Conflict News,conflict-news.com,https://mediabiasfactcheck.com/conflict-news/,3,2
Congress.gov,congress.gov,https://mediabiasfactcheck.com/congress-gov/,0,3
Congressional Budget Office (CBO),cbo.gov,https://mediabiasfactcheck.com/congressional-budget-office-cbo/,0,3
Conservapedia,conservapedia.com,https://mediabiasfactcheck.com/conservapedia/,32,0
Conservative 101,conservative101.com,https://mediabiasfactcheck.com/conservative-101/,32,-1
Conservative Army,conservativearmy88.com,https://mediabiasfactcheck.com/conservative-army/,31,-1
Conservative Base,conservativebase.com,https://mediabiasfactcheck.com/conservative-base/,27,0
Conservative Buzz,conservativebuzz.com,https://mediabiasfactcheck.com/the-conservative-buzz/,28,-1
Conservative Byte,conservativebyte.com,https://mediabiasfactcheck.com/conservative-byte/,32,-1
Conservative Daily News,conservativedailynews.com,https://mediabiasfactcheck.com/conservative-daily-news/,28,0
Conservative Daily Post,conservativedailypost.com,https://mediabiasfactcheck.com/conservative-daily-post/,31,-1
Conservative Fighters,conservativefighters.com,https://mediabiasfactcheck.com/conservative-fighters/,32,-1
Conservative Firing Line,conservativefiringline.com,https://mediabiasfactcheck.com/conservative-firing-line/,29,0
Conservative Flash News,conservativeflashnews.com,https://mediabiasfactcheck.com/conservative-flash-news/,32,-1
Conservative Free Press,conservativefreepress.com,https://mediabiasfactcheck.com/conservative-free-press/,31,-1
Conservative HQ,conservativehq.org,https://mediabiasfactcheck.com/conservative-hq/,26,0
Conservative Info Corner,conservativeinfocorner.us,https://mediabiasfactcheck.com/conservative-info-corner/,33,-1
Conservative Institute,conservativeinstitute.org,https://mediabiasfactcheck.com/conservative-institute/,20,1
Conservative Media,conservativemedia.com,https://mediabiasfactcheck.com/conservative-media/,30,-1
Conservative Movement,consmovement.com,https://mediabiasfactcheck.com/conservative-movement/,31,-1
Conservative Nation,consnation.com,https://mediabiasfactcheck.com/conservative-nation/,31,-1
Conservative Opinion,conservativeopinion.com,https://mediabiasfactcheck.com/conservativeopinion-com/,25,0
Conservative Outfitters,conservativeoutfitters.com,https://mediabiasfactcheck.com/conservative-outfitters/,31,0
Conservative Patriot,conspatriot.com,https://mediabiasfactcheck.com/conservative-patriot/,32,-1
Conservative Politicus,conservativepoliticus.com,https://mediabiasfactcheck.com/conservative-politicus/,28,-1
